"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid"
"838",57,"F","Hispanic","Greater than 45","Low","Male",3,-2,1,0,0
"839",30,"F","Caucasian","25 - 45","High","Male",6,-1,8,0,0
"840",24,"F","African-American","Less than 25","Low","Male",4,-1,4,0,0
"841",30,"M","Caucasian","25 - 45","Low","Female",7,-18,3,0,0
"842",56,"F","Caucasian","Greater than 45","Low","Female",1,-1,3,0,0
"843",21,"F","African-American","Less than 25","High","Male",1,-8,8,0,0
"844",31,"F","African-American","25 - 45","Medium","Male",6,-1,6,1,1
"845",23,"F","African-American","Less than 25","High","Female",1,-1,8,0,0
"846",42,"M","Other","25 - 45","Low","Male",1,-13,1,0,0
"847",64,"F","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0
"848",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,6,1,1
"849",36,"F","African-American","25 - 45","Low","Male",5,17,2,0,0
"850",50,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,0
"851",28,"F","Native American","25 - 45","Low","Male",2,-1,4,0,0
"852",25,"F","Caucasian","25 - 45","Low","Female",5,-3,4,0,0
"853",54,"M","Caucasian","Greater than 45","Low","Male",14,-1,3,1,1
"854",37,"M","Other","25 - 45","Low","Male",6,-1,2,0,0
"855",25,"M","Caucasian","25 - 45","High","Male",5,-1,8,1,1
"856",35,"M","African-American","25 - 45","Low","Male",2,-1,4,0,0
"857",25,"M","African-American","25 - 45","High","Male",8,-1,10,1,1
"858",33,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"859",29,"F","African-American","25 - 45","Low","Male",7,-1,4,0,0
"860",27,"M","Hispanic","25 - 45","Low","Male",2,-1,3,0,0
"861",20,"M","Caucasian","Less than 25","High","Female",3,-1,8,1,1
"862",72,"M","Caucasian","Greater than 45","Low","Male",1,-23,1,0,0
"863",38,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"864",40,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"865",23,"F","Caucasian","Less than 25","Low","Male",0,-1,4,0,0
"866",21,"F","Caucasian","Less than 25","High","Male",5,-10,8,1,1
"867",41,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"868",56,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"869",55,"M","Caucasian","Greater than 45","Low","Male",11,-1,3,0,0
"870",28,"F","African-American","25 - 45","Low","Male",3,-1,2,0,0
"871",31,"F","Other","25 - 45","Low","Male",2,-1,4,1,1
"872",53,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"873",33,"M","African-American","25 - 45","Medium","Male",7,-1,7,1,1
"874",34,"F","African-American","25 - 45","Medium","Male",15,-6,7,0,0
"875",32,"F","African-American","25 - 45","Medium","Male",12,-1,6,1,0
"876",24,"M","Asian","Less than 25","Low","Male",0,0,3,0,0
"877",56,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"878",36,"F","Hispanic","25 - 45","Low","Male",1,30,4,1,1
"879",28,"F","African-American","25 - 45","Medium","Male",4,0,5,1,1
"880",59,"M","Hispanic","Greater than 45","Low","Male",0,-2,1,0,0
"881",29,"F","African-American","25 - 45","Medium","Female",11,-1,5,0,0
"882",72,"F","Caucasian","Greater than 45","Low","Male",3,-5,1,0,0
"883",45,"F","African-American","Greater than 45","Low","Male",3,6,1,0,0
"884",45,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"885",47,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"886",41,"F","Caucasian","25 - 45","Low","Male",5,-1,1,0,0
"887",49,"F","Caucasian","Greater than 45","Low","Male",1,-16,1,0,0
"888",26,"M","Hispanic","25 - 45","Low","Male",0,-1,2,0,0
"889",28,"M","African-American","25 - 45","Low","Female",0,-1,3,0,0
"890",33,"M","Caucasian","25 - 45","Low","Male",2,-1,2,0,0
"891",46,"F","African-American","Greater than 45","Low","Male",0,0,4,0,0
"892",21,"M","African-American","Less than 25","Medium","Male",0,-1,6,1,0
"893",29,"F","Other","25 - 45","Low","Male",0,-1,2,0,0
"894",21,"F","Caucasian","Less than 25","High","Male",0,0,10,1,1
"895",26,"F","Other","25 - 45","Medium","Male",0,-1,5,0,0
"896",34,"M","African-American","25 - 45","Low","Male",3,-4,1,0,0
"897",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"898",57,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"899",56,"F","Caucasian","Greater than 45","Low","Female",1,-20,1,0,0
"900",30,"F","African-American","25 - 45","Low","Male",11,-1,3,0,0
"901",29,"M","African-American","25 - 45","Low","Male",2,-1,1,0,0
"902",24,"F","African-American","Less than 25","Low","Female",0,-1,4,0,0
"903",70,"F","African-American","Greater than 45","Low","Female",1,-1,1,0,0
"904",45,"M","Caucasian","Greater than 45","Low","Female",1,-11,1,0,0
"905",33,"M","Hispanic","25 - 45","Low","Female",2,-1,2,0,0
"906",39,"F","African-American","25 - 45","Low","Female",6,0,2,0,0
"907",25,"F","Caucasian","25 - 45","Low","Male",6,-16,3,0,0
"908",48,"M","Hispanic","Greater than 45","Low","Male",1,0,1,0,0
"909",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"910",28,"M","Caucasian","25 - 45","Low","Male",0,0,3,1,1
"911",27,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"912",43,"F","Caucasian","25 - 45","Low","Male",11,16,4,1,1
"913",29,"F","Caucasian","25 - 45","Low","Male",1,-22,2,0,0
"914",20,"F","Caucasian","Less than 25","Medium","Female",0,0,6,0,0
"915",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"916",67,"M","Asian","Greater than 45","Low","Male",0,-1,1,0,0
"917",25,"F","Other","25 - 45","Low","Male",0,-1,3,0,0
"918",24,"F","African-American","Less than 25","High","Male",8,-1,9,1,1
"919",29,"F","Other","25 - 45","Low","Male",3,-1,2,0,0
"920",45,"M","African-American","Greater than 45","Low","Male",2,-1,2,0,0
"921",61,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"922",32,"F","Other","25 - 45","Low","Male",1,-15,1,0,0
"923",43,"F","Caucasian","25 - 45","Low","Male",9,-2,1,0,0
"924",32,"M","Other","25 - 45","Low","Male",0,-1,1,0,0
"925",36,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"926",57,"F","African-American","Greater than 45","Medium","Male",12,-1,6,0,0
"927",37,"F","African-American","25 - 45","Medium","Male",2,0,6,0,0
"928",44,"F","African-American","25 - 45","Low","Male",6,-1,2,0,0
"929",45,"F","African-American","Greater than 45","Low","Male",8,-1,4,1,1
"930",48,"F","Other","Greater than 45","Low","Male",1,-1,1,0,0
"931",25,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"932",43,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0
"933",30,"M","African-American","25 - 45","Low","Male",0,0,1,0,0
"934",50,"M","Caucasian","Greater than 45","Low","Male",0,-2,1,0,0
"935",31,"F","African-American","25 - 45","Low","Female",2,-1,2,0,0
"936",33,"M","Caucasian","25 - 45","Low","Female",7,-6,2,0,0
"937",32,"F","African-American","25 - 45","Medium","Male",1,-1,5,1,1
"938",22,"F","Hispanic","Less than 25","Medium","Male",0,-1,7,0,0
"939",21,"F","Caucasian","Less than 25","Medium","Male",0,0,7,0,0
"940",52,"F","Other","Greater than 45","Low","Male",2,-1,1,0,0
"941",49,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"942",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0
"943",45,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"944",28,"M","African-American","25 - 45","Low","Male",5,-1,2,0,0
"945",21,"F","African-American","Less than 25","High","Male",1,-1,8,1,1
"946",37,"M","Hispanic","25 - 45","Low","Male",2,-1,3,0,0
"947",28,"F","African-American","25 - 45","Medium","Male",11,-1,5,0,0
"948",24,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0
"949",32,"F","African-American","25 - 45","Medium","Male",24,-1,6,1,1
"950",24,"F","African-American","Less than 25","Low","Female",1,-1,4,0,0
"951",57,"F","African-American","Greater than 45","Low","Male",19,-1,1,0,0
"952",21,"M","Other","Less than 25","Medium","Male",0,-1,7,0,0
"953",28,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"954",51,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"955",25,"M","African-American","25 - 45","Medium","Male",6,-1,5,0,0
"956",19,"M","Caucasian","Less than 25","High","Male",0,-1,9,1,1
"957",57,"M","African-American","Greater than 45","High","Male",27,-9,9,0,0
"958",27,"M","African-American","25 - 45","Low","Female",0,0,3,0,0
"959",66,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"960",21,"F","Caucasian","Less than 25","Medium","Male",0,0,6,0,0
"961",45,"F","Caucasian","Greater than 45","Low","Male",1,0,1,0,0
"962",37,"F","African-American","25 - 45","Low","Male",24,-1,4,0,0
"963",64,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"964",30,"F","African-American","25 - 45","Low","Male",1,-1,4,1,1
"965",61,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"966",49,"F","Caucasian","Greater than 45","Low","Female",8,-10,1,0,0
"967",23,"F","African-American","Less than 25","Medium","Male",0,0,5,0,0
"968",21,"F","Caucasian","Less than 25","Medium","Male",0,-2,6,1,1
"969",26,"M","Hispanic","25 - 45","Low","Male",7,0,4,0,0
"970",27,"M","African-American","25 - 45","Low","Male",2,-1,4,1,0
"971",38,"M","Caucasian","25 - 45","Low","Male",1,0,3,0,0
"972",26,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"973",23,"F","Caucasian","Less than 25","Medium","Male",2,0,6,1,0
"974",36,"M","African-American","25 - 45","Low","Female",0,0,1,0,0
"975",58,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"976",35,"F","Caucasian","25 - 45","Low","Female",4,-30,4,0,0
"977",23,"F","African-American","Less than 25","Medium","Male",3,-1,5,0,0
"978",40,"F","Caucasian","25 - 45","Low","Male",1,-21,1,0,0
"979",31,"F","Hispanic","25 - 45","Low","Male",3,-1,3,0,0
"980",34,"F","Hispanic","25 - 45","Low","Female",5,0,2,0,0
"981",26,"F","African-American","25 - 45","Low","Female",3,-27,3,0,0
"982",49,"F","African-American","Greater than 45","Low","Male",1,0,1,0,0
"983",47,"M","Hispanic","Greater than 45","Low","Female",0,0,1,0,0
"984",47,"F","African-American","Greater than 45","Low","Male",6,0,1,0,0
"985",27,"F","African-American","25 - 45","High","Male",10,-1,8,0,0
"986",52,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"987",25,"F","African-American","25 - 45","Low","Male",9,0,4,0,0
"988",51,"F","African-American","Greater than 45","Low","Male",1,-1,2,0,0
"989",29,"M","African-American","25 - 45","Low","Female",1,0,2,1,0
"990",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"991",28,"F","Caucasian","25 - 45","Low","Male",6,-2,3,0,0
"992",57,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"993",23,"F","Hispanic","Less than 25","Medium","Male",2,-1,5,0,0
"994",27,"F","African-American","25 - 45","Low","Male",3,-1,2,0,0
"995",31,"F","Caucasian","25 - 45","Low","Male",1,-1,2,1,1
"996",37,"F","African-American","25 - 45","Low","Male",8,-1,1,0,0
"997",51,"F","African-American","Greater than 45","Low","Male",0,0,1,1,1
"998",28,"F","African-American","25 - 45","Medium","Male",8,-1,6,1,0
"999",56,"F","Caucasian","Greater than 45","Low","Male",4,0,1,0,0
"1000",26,"F","Caucasian","25 - 45","Low","Male",7,-1,4,1,1
"1001",33,"F","Caucasian","25 - 45","Low","Male",7,-1,2,1,1
"1002",23,"M","Caucasian","Less than 25","Low","Male",0,-2,3,0,0
"1003",31,"M","African-American","25 - 45","Low","Male",0,0,2,0,0
"1004",31,"M","Other","25 - 45","Low","Male",0,-1,3,0,0
"1005",19,"F","Hispanic","Less than 25","High","Male",1,-12,10,1,0
"1006",32,"F","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"1007",66,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"1008",40,"F","African-American","25 - 45","Low","Female",0,0,1,0,0
"1009",59,"M","African-American","Greater than 45","Low","Male",4,0,2,0,0
"1010",27,"M","African-American","25 - 45","Low","Male",3,-23,3,0,0
"1011",22,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"1012",58,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"1013",29,"F","Caucasian","25 - 45","Low","Male",2,-2,2,0,0
"1014",27,"F","African-American","25 - 45","Medium","Male",0,-1,7,1,1
"1015",24,"F","Caucasian","Less than 25","Low","Male",0,-3,4,0,0
"1016",35,"F","Caucasian","25 - 45","Low","Female",3,0,2,0,0
"1017",30,"F","African-American","25 - 45","Medium","Male",5,-1,6,1,1
"1018",23,"F","African-American","Less than 25","Low","Male",1,-1,4,1,0
"1019",32,"F","Caucasian","25 - 45","Low","Male",2,-27,1,1,1
"1020",22,"F","Caucasian","Less than 25","Medium","Male",2,-1,5,0,0
"1021",21,"M","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"1022",43,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"1023",29,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"1024",43,"F","African-American","25 - 45","Low","Male",1,0,3,0,0
"1025",25,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0
"1026",47,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1027",21,"F","African-American","Less than 25","Medium","Female",0,-2,6,0,0
"1028",54,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1029",34,"F","African-American","25 - 45","Low","Male",3,-1,1,1,1
"1030",28,"M","African-American","25 - 45","Low","Female",2,-1,2,0,0
"1031",54,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"1032",34,"F","African-American","25 - 45","Low","Male",2,-1,1,0,0
"1033",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"1034",51,"F","African-American","Greater than 45","Low","Male",3,0,4,0,0
"1035",28,"M","African-American","25 - 45","Medium","Male",5,-1,5,0,0
"1036",43,"M","Caucasian","25 - 45","Low","Male",4,0,4,0,0
"1037",45,"M","Hispanic","Greater than 45","Low","Male",1,-1,3,0,0
"1038",41,"M","Hispanic","25 - 45","Low","Male",1,-1,1,0,0
"1039",25,"F","Other","25 - 45","Medium","Male",24,-1,6,1,1
"1040",35,"F","Hispanic","25 - 45","Medium","Male",12,-1,6,0,0
"1041",24,"M","Asian","Less than 25","Low","Male",0,-1,4,0,0
"1042",28,"F","Hispanic","25 - 45","Low","Male",0,-1,4,0,0
"1043",29,"F","African-American","25 - 45","High","Male",13,0,10,1,1
"1044",26,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,1
"1045",31,"M","Other","25 - 45","Low","Male",0,-1,1,0,0
"1046",28,"F","Caucasian","25 - 45","Low","Male",0,0,3,0,0
"1047",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1048",42,"M","African-American","25 - 45","Low","Male",7,-1,3,0,0
"1049",39,"F","African-American","25 - 45","Low","Male",5,-1,4,0,0
"1050",46,"F","Hispanic","Greater than 45","Low","Female",2,-1,1,0,0
"1051",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,3,0,0
"1052",31,"M","Caucasian","25 - 45","Medium","Female",0,-1,5,0,0
"1053",25,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"1054",32,"M","Caucasian","25 - 45","Low","Male",6,0,4,0,0
"1055",36,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0
"1056",39,"M","Caucasian","25 - 45","Low","Male",2,0,2,0,0
"1057",26,"M","African-American","25 - 45","Low","Female",0,0,2,0,0
"1058",22,"F","Other","Less than 25","Medium","Female",0,-1,5,0,0
"1059",37,"M","Caucasian","25 - 45","Low","Male",3,-1,1,0,0
"1060",41,"M","Caucasian","25 - 45","Low","Male",9,-1,2,0,0
"1061",25,"M","African-American","25 - 45","Low","Male",1,0,3,0,0
"1062",58,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1063",44,"M","African-American","25 - 45","Medium","Male",19,-17,6,1,1
"1064",28,"F","African-American","25 - 45","Medium","Male",1,0,5,1,0
"1065",54,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1066",43,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1067",31,"M","African-American","25 - 45","High","Male",5,0,10,0,0
"1068",30,"F","African-American","25 - 45","High","Male",11,0,9,0,0
"1069",24,"M","African-American","Less than 25","Low","Male",0,-1,4,0,0
"1070",43,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"1071",24,"F","Hispanic","Less than 25","High","Male",11,-15,8,1,1
"1072",23,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0
"1073",27,"F","Caucasian","25 - 45","Medium","Male",1,-1,7,0,0
"1074",66,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1075",36,"F","Caucasian","25 - 45","Low","Female",3,0,1,0,0
"1076",22,"M","African-American","Less than 25","Medium","Female",0,0,5,1,1
"1077",25,"F","Hispanic","25 - 45","Low","Male",1,-1,3,0,0
"1078",56,"F","African-American","Greater than 45","Low","Male",4,-1,1,0,0
"1079",58,"M","African-American","Greater than 45","Low","Female",3,-18,1,0,0
"1080",24,"M","Caucasian","Less than 25","Medium","Male",3,0,6,0,0
"1081",22,"F","African-American","Less than 25","Medium","Male",0,-1,6,1,1
"1082",39,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1083",23,"M","Caucasian","Less than 25","High","Male",0,0,9,1,1
"1084",39,"F","Other","25 - 45","Low","Male",6,-1,1,0,0
"1085",25,"F","African-American","25 - 45","Medium","Male",0,0,6,0,0
"1086",26,"F","African-American","25 - 45","Medium","Male",6,-1,6,0,0
"1087",25,"F","African-American","25 - 45","High","Male",2,-1,8,0,0
"1088",36,"F","African-American","25 - 45","Low","Male",0,-3,1,0,0
"1089",35,"F","African-American","25 - 45","Low","Male",7,-23,2,1,1
"1090",22,"F","African-American","Less than 25","Medium","Male",2,-1,6,1,1
"1091",25,"F","Caucasian","25 - 45","Low","Male",0,0,3,0,0
"1092",36,"M","Hispanic","25 - 45","Low","Male",0,-7,1,0,0
"1093",24,"M","African-American","Less than 25","Medium","Male",2,-1,7,1,1
"1094",29,"M","Caucasian","25 - 45","Low","Male",0,-2,1,0,0
"1095",50,"F","Caucasian","Greater than 45","Low","Male",8,-1,2,0,0
"1096",27,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"1097",21,"M","Hispanic","Less than 25","Medium","Male",1,-1,5,1,1
"1098",58,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"1099",27,"F","African-American","25 - 45","Medium","Male",4,-1,5,0,0
"1100",31,"M","Caucasian","25 - 45","Low","Female",0,-5,2,0,0
"1101",24,"M","African-American","Less than 25","Medium","Male",3,-1,7,0,0
"1102",43,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1103",23,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"1104",42,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1105",30,"M","African-American","25 - 45","High","Male",18,-1,8,0,0
"1106",29,"F","African-American","25 - 45","Medium","Male",1,-1,7,0,0
"1107",26,"M","Caucasian","25 - 45","Low","Male",3,-4,4,1,0
"1108",51,"M","African-American","Greater than 45","Medium","Male",5,0,5,0,0
"1109",36,"M","Other","25 - 45","Low","Male",0,0,1,0,0
"1110",62,"M","Hispanic","Greater than 45","Low","Male",0,-2,1,0,0
"1111",35,"M","African-American","25 - 45","Low","Male",1,-1,1,0,0
"1112",22,"F","Caucasian","Less than 25","Medium","Male",0,0,5,0,0
"1113",40,"F","African-American","25 - 45","Low","Male",0,-3,1,0,0
"1114",36,"F","African-American","25 - 45","Low","Male",2,0,1,0,0
"1115",69,"M","Caucasian","Greater than 45","Low","Male",0,-3,1,0,0
"1116",27,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0
"1117",27,"F","African-American","25 - 45","Low","Male",1,-2,2,0,0
"1118",24,"M","African-American","Less than 25","Medium","Female",6,-1,7,0,0
"1119",42,"F","Caucasian","25 - 45","Low","Male",0,-7,1,0,0
"1120",25,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,0
"1121",25,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"1122",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"1123",21,"F","Caucasian","Less than 25","Medium","Male",0,-1,7,0,0
"1124",30,"M","African-American","25 - 45","Low","Male",1,0,3,0,0
"1125",46,"M","Caucasian","Greater than 45","Low","Male",9,0,2,0,0
"1126",26,"M","African-American","25 - 45","Medium","Male",2,0,7,0,0
"1127",40,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0
"1128",34,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"1129",28,"M","Hispanic","25 - 45","Medium","Male",3,-1,5,0,0
"1130",59,"M","Caucasian","Greater than 45","Low","Male",3,0,1,1,1
"1131",37,"F","Native American","25 - 45","Low","Male",0,-1,1,0,0
"1132",50,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"1133",57,"F","African-American","Greater than 45","Low","Male",8,-1,2,1,1
"1134",31,"M","African-American","25 - 45","Medium","Male",5,-1,5,1,0
"1135",44,"F","African-American","25 - 45","Medium","Male",9,-28,6,0,0
"1136",25,"F","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"1137",51,"M","African-American","Greater than 45","Low","Male",5,-1,3,0,0
"1138",57,"F","Caucasian","Greater than 45","Low","Male",2,-11,1,0,0
"1139",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1140",42,"F","African-American","25 - 45","Low","Female",0,0,1,0,0
"1141",21,"F","Other","Less than 25","Medium","Male",0,-1,5,0,0
"1142",24,"M","Hispanic","Less than 25","Low","Female",0,0,4,0,0
"1143",42,"F","African-American","25 - 45","Low","Male",1,0,2,0,0
"1144",21,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0
"1145",58,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1146",46,"F","African-American","Greater than 45","Low","Male",2,-1,4,0,0
"1147",35,"M","African-American","25 - 45","Medium","Male",4,-1,6,0,0
"1148",42,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0
"1149",32,"F","African-American","25 - 45","Low","Male",8,-1,2,0,0
"1150",31,"F","Other","25 - 45","Low","Male",5,-1,4,1,0
"1151",33,"M","African-American","25 - 45","Low","Female",1,-1,2,0,0
"1152",25,"F","Caucasian","25 - 45","Low","Male",4,-1,4,0,0
"1153",33,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"1154",21,"F","Hispanic","Less than 25","High","Male",1,-1,9,0,0
"1155",56,"F","African-American","Greater than 45","Low","Male",1,-22,1,0,0
"1156",38,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,1
"1157",40,"M","African-American","25 - 45","Low","Female",4,-1,1,0,0
"1158",28,"F","African-American","25 - 45","Low","Male",4,-1,3,0,0
"1159",51,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"1160",35,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0
"1161",61,"F","African-American","Greater than 45","Low","Male",5,-13,1,0,0
"1162",25,"F","African-American","25 - 45","Low","Male",0,0,4,0,0
"1163",26,"M","African-American","25 - 45","Low","Male",0,0,4,1,0
"1164",42,"M","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"1165",25,"F","African-American","25 - 45","Low","Female",1,-10,4,0,0
"1166",31,"F","African-American","25 - 45","Low","Male",9,-1,3,0,0
"1167",35,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"1168",34,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1169",33,"M","Caucasian","25 - 45","Low","Female",1,-1,2,0,0
"1170",30,"F","African-American","25 - 45","Low","Male",3,-1,2,1,0
"1171",50,"M","African-American","Greater than 45","Low","Female",7,-1,1,0,0
"1172",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"1173",23,"M","African-American","Less than 25","Low","Female",0,-1,4,0,0
"1174",25,"F","African-American","25 - 45","Medium","Male",1,0,6,0,0
"1175",24,"F","Caucasian","Less than 25","Low","Female",1,-1,4,0,0
"1176",60,"F","African-American","Greater than 45","Low","Male",0,-1,1,1,0
"1177",30,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0
"1178",32,"M","Other","25 - 45","Low","Female",0,-1,1,0,0
"1179",46,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1180",21,"M","Caucasian","Less than 25","Medium","Male",0,-1,5,1,1
"1181",35,"F","African-American","25 - 45","Low","Male",0,-1,2,1,0
"1182",28,"M","African-American","25 - 45","Low","Male",2,0,3,1,0
"1183",46,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,1,0
"1184",56,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"1185",24,"M","African-American","Less than 25","Medium","Male",1,-1,6,1,1
"1186",33,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"1187",48,"M","Caucasian","Greater than 45","Medium","Male",2,-1,5,1,0
"1188",25,"F","Hispanic","25 - 45","Medium","Male",0,-1,5,0,0
"1189",37,"F","Hispanic","25 - 45","Low","Male",0,-1,2,1,1
"1190",43,"F","Caucasian","25 - 45","Low","Female",7,-21,4,0,0
"1191",32,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"1192",33,"F","Other","25 - 45","Low","Male",3,-1,2,0,0
"1193",49,"F","Caucasian","Greater than 45","Low","Male",4,-11,2,0,0
"1194",24,"F","Caucasian","Less than 25","Medium","Male",0,-1,5,0,0
"1195",26,"F","African-American","25 - 45","High","Male",1,0,8,0,0
"1196",42,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1197",36,"F","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"1198",29,"M","Caucasian","25 - 45","Medium","Male",7,-1,6,1,1
"1199",39,"M","Caucasian","25 - 45","Low","Male",0,0,3,0,0
"1200",53,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1201",21,"F","Other","Less than 25","High","Male",0,-1,8,1,1
"1202",41,"F","African-American","25 - 45","Low","Male",4,-1,2,0,0
"1203",22,"F","Caucasian","Less than 25","Medium","Male",5,-2,6,1,1
"1204",22,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,1,1
"1205",25,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0
"1206",51,"F","Other","Greater than 45","Low","Male",2,-1,1,0,0
"1207",24,"F","African-American","Less than 25","Medium","Male",0,0,5,0,0
"1208",37,"F","African-American","25 - 45","Low","Male",4,0,2,0,0
"1209",37,"M","Caucasian","25 - 45","Low","Male",0,-3,1,0,0
"1210",27,"M","Other","25 - 45","Low","Female",0,-1,2,0,0
"1211",21,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0
"1212",35,"F","African-American","25 - 45","Low","Male",1,0,1,1,1
"1213",24,"F","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0
"1214",49,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"1215",38,"F","African-American","25 - 45","High","Male",9,-5,8,0,0
"1216",61,"M","Other","Greater than 45","Low","Male",0,-1,1,0,0
"1217",30,"M","African-American","25 - 45","Low","Female",0,0,2,0,0
"1218",22,"F","African-American","Less than 25","Medium","Male",3,-1,5,1,0
