age_binary,sex_binary,race_C,juv_fel_count_C,decile_score_C,juv_misd_count_C,juv_other_count_C,priors_count_C,days_b_screening_arrest_C,c_days_from_compas_C,c_charge_degree_C,v_decile_score_C,start_C,end_C,event_C,MarriageStatus_C,Violence_score,Recidivism_score,act,pred
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56,-0.96,0,[1]
1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,-1.73,-0.35,1,[0]
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.82,-0.22,1,[0]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18,-1.13,1,[0]
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2.75,-1.36,1,[0]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-0.7,1,[0]
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,-3.0,0.04,1,[0]
1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,-0.86,0.49,0,[1]
0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-1.53,0.15,0,[1]
0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,-1.35,-0.45,0,[1]
1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,-2.12,0.14,0,[1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75,-0.43,1,[0]
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1.91,0.16,1,[0]
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51,-1.05,1,[0]
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1.96,0.07,1,[0]
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.94,-0.48,0,[1]
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33,-0.51,1,[0]
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.14,-0.41,0,[1]
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.8,0.59,1,[0]
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-2.64,-1.48,1,[0]
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.29,-0.94,0,[1]
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.04,-0.18,0,[1]
1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,-1.77,0.74,1,[0]
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.91,0.45,0,[1]
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.06,0.1,0,[1]
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,-2.98,-0.32,1,[0]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64,-0.51,1,[0]
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.84,-0.8,1,[0]
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.11,-1.23,0,[1]
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-2.44,-0.25,0,[1]
0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,-0.98,0.78,0,[1]
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.29,-0.34,1,[0]
1,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,-3.59,-2.1,1,[0]
0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.33,0.59,0,[1]
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02,-1.07,1,[0]
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.44,-0.72,0,[1]
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-3.2,-1.08,0,[1]
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93,-1.29,1,[0]
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.07,0.21,0,[1]
